poiId,poiName
2246370,아산시평생학습관
152074,신세계면세점부산점
2643619,기사문항
64596,절두산순교박물관
2879689,통영국제음악당
4099625,꽃바위시내버스종점
7386159,부천자연생태공원
391799,렛츠런CCC수원지점
9021715,마이아트뮤지엄
1126592,평화랜드
3005582,동화상가
8310721,클럽72CC오션코스
2880875,길동복조리시장
5911567,모다아울렛충주점
1795125,한라생태숲
8716216,담양곤충박물관
8826978,어반아트리움더센트럴
136948,사정공원
76984,렛츠런CCC부평지점
8316239,웅포컨트리클럽
10053144,세종중앙공원
310922,냉천CC
514893,익산시농수산물도매시장
2783618,수성패밀리파크
384443,오금공원
1008412,렛츠런CCC일산지점
1100104,주한미군성남골프클럽
8820253,경주핑크뮬리군락지
34838,사계항
523926,강북문화정보도서관
5737594,강릉녹색도시체험센터
8853913,오슬로파크양산
368142,부산도시가스본사
4095837,흥환간이해수욕장
5409802,대전시립연정국악원
218638,경희궁
2457656,산양스포츠파크
1866453,삼학도공원
2579806,태인CC퍼블릭
1166673,전주월드컵골프장
511992,아우라지역
374446,소요산국민관광지
520215,안동시농산물도매시장
1377467,자구내포구
1557419,진주실내체육관
8904426,수원탑동시민농장
517695,서정리전통시장
192577,렛츠런CCC구리지점
5844016,AK&수원
4084026,하고수동해수욕장
137641,중외공원
5678428,감포공설시장
392968,강원특별자치도교육연수원
5395197,렛츠런CCC의정부지점
8602596,오이도선사유적공원
5391826,소노펠리체CC비발디파크마운틴
2903136,하나로마트울산점
559563,충청수영성
8815525,을숙도피크닉광장
1528730,한국이민사박물관
2744052,웅포관광지곰개나루
5686515,세계평화의숲
7144260,영종진공원
5307786,성남수질복원센터
551486,렛츠런CCC영등포지점
8470575,돈의문박물관마을
6289674,빛가람호수공원
10334442,롯데시네마드라이브오시리아
1319148,공주무령왕릉과왕릉원
1458365,부평종합시장
2596336,BnBK파3골프클럽
1196877,제주서귀포시외버스터미널
5785385,미래지농어촌테마공원
7975349,대왕별아이누리
1008581,저동항
8958283,순천만생태문화교육원
7686893,지산CC퍼블릭
5397856,계양아시아드양궁장
12976,남원관광단지
136950,보문산공원
2770265,송파구자원순환공원
7844575,부락산문화공원
8355975,근포항
2998720,경포가시연습지
2741559,금산인삼국제시장
1137444,몽마르트공원
1558590,렛츠런CCC강동지점
729956,영상문화단지
5390749,방아머리항
1617707,진해드림파크
1107302,렛츠런CCC연수지점
1090558,경주민속공예촌
10561810,디스커버리네이처스케이프동탄점
388722,삼척문화예술회관
366626,아차산어울림정원
7979515,신방쉼터
387104,울산공원묘원
544755,용평나인홀골프장
2803508,광교중앙공원
524674,이현공원
1501320,산양진항
2339443,창녕문화예술회관
1920207,에이스골프아카데미
6472771,오시리아관광단지
10303143,롯데몰여수점
1504325,비금가산선착장
1005783,렛츠런CCC인천중구지점
1316698,남한산성행궁지
8701473,순천만잡월드
648309,수리산산림욕장
1469537,렛츠런CCC창원지점
1437627,의정부버스공용차고지
8650478,안산호수공원무궁화동산
5869606,허브아일랜드산타마을
375532,흥국사역
2986231,절영해안산책로
5727171,의림지수리공원
2751855,아산환경과학공원
8869951,동탄2수질복원센터파크골프장
2638237,안동문화관광단지
40146,서울대수원수목원
152147,갈마공원
369661,신창원역
125574,태릉이스턴캐슬공원
268740,전주자전거경륜장
1085749,전통옹기단지
8830667,아미르공원
2609571,평촌로데오
1170175,중랑캠핑숲
230362,삼성산산림욕장
8709199,렛츠런파크부산경남빅토빌리지
738656,도곡골프랜드
10432713,용산공원
30545,백운그린랜드
650606,북한산성만남의장소
428772,전망대공원
2844728,진주시전통예술회관
8376555,일루미아
1983,강릉
5653433,경주역사유적월성지구
1319147,광주풍납리토성
2752224,영산강6경(승촌보)승촌보우안
2592658,성산패총전시관
7972960,충혼공원
1996426,수락산자연공원
4089771,현대예술공원
8597400,방일리공원
8982231,롯데백화점스타애비뉴
8815895,문헌근린공원
4091810,궁동근린공원
4102622,강화하점지방산단
668429,유관순동상
8347914,더테라스
10256941,홍대벽화거리
4100784,우드볼경기장
